Name,Age,Overall,Potential,Special,BMI
 20 S. Sanogo,30.0,76.0,76.0,1975.0,24.22
 20 S. Sasaki,18.0,55.0,69.0,1409.0,22.13
 20 S. Scougall,26.0,65.0,66.0,1753.0,19.68
 20 S. Simič,24.0,71.0,74.0,1421.0,22.08
 20 S. Soto,18.0,60.0,76.0,1440.0,23.32
 20 S. Spierings,23.0,67.0,72.0,1693.0,23.49
 20 S. Strandberg,28.0,68.0,69.0,1651.0,22.36
 20 S. Sy,23.0,66.0,74.0,1166.0,21.2
 20 S. Torres,29.0,64.0,64.0,1517.0,20.91
 20 S. Wagner,31.0,77.0,77.0,1736.0,24.69
 20 S. Walsh,24.0,67.0,72.0,1700.0,23.37
 20 S. Whittaker,35.0,63.0,63.0,1808.0,25.3
 20 S. Wiseman,33.0,62.0,62.0,1606.0,21.53
 20 S. Yatéké,19.0,63.0,74.0,1495.0,23.62
 20 S. Özcan,23.0,65.0,73.0,1699.0,23.48
 20 S. İnan,34.0,72.0,72.0,1929.0,21.83
 20 Salva Ruíz,24.0,68.0,75.0,1668.0,23.77
 20 Samu Corral,27.0,59.0,59.0,1391.0,24.22
 20 Samu Manchón,22.0,62.0,71.0,1463.0,21.75
 20 Sandro,30.0,73.0,73.0,1911.0,20.95
 20 Sergio Gil,23.0,65.0,73.0,1755.0,23.09
 20 Sergio Sánchez,33.0,71.0,71.0,1735.0,24.14
 20 Seth Airam,21.0,63.0,70.0,1488.0,21.22
 20 Sevinho Santos,19.0,70.0,70.0,1669.0,22.75
 20 Sidcley,26.0,73.0,74.0,2012.0,24.09
 20 Sidnei Tavares,17.0,60.0,78.0,1585.0,20.51
 20 Simão Bertelli,25.0,64.0,68.0,910.0,23.49
 20 Simão Donatinho,23.0,75.0,75.0,1224.0,23.21
 20 Somália,30.0,70.0,70.0,1922.0,22.45
 20 Son Ho Jun,19.0,56.0,72.0,1364.0,22.93
 20 Susaeta,31.0,75.0,75.0,1909.0,21.51
 20 T. Abe,31.0,64.0,64.0,1752.0,24.86
 20 T. Agyepong,23.0,64.0,68.0,1662.0,25.21
 20 T. Akinola,20.0,56.0,66.0,1205.0,20.66
 20 T. Alarcón,19.0,66.0,81.0,1655.0,22.46
 20 T. Amang,21.0,63.0,71.0,1709.0,25.39
 20 T. Anjorin,17.0,58.0,80.0,1557.0,21.23
 20 T. Ballo,17.0,56.0,72.0,1437.0,19.78
 20 T. Barbet,18.0,58.0,73.0,1329.0,22.13
 20 T. Ben Haim,29.0,71.0,71.0,1757.0,23.41
 20 T. Bergmann,22.0,64.0,71.0,1804.0,22.75
 20 T. Bola,20.0,57.0,70.0,1454.0,22.36
 20 T. Bourdal,21.0,61.0,72.0,1434.0,23.32
 20 T. Bramble,18.0,52.0,70.0,1483.0,20.38
 20 T. Casasola,23.0,67.0,73.0,1766.0,23.49
 20 T. Cissokho,19.0,63.0,74.0,1341.0,21.61
 20 T. Cywka,31.0,63.0,63.0,1785.0,23.37
 20 T. Datković,25.0,65.0,70.0,1352.0,23.32
 20 T. Dele-Bashiru,19.0,57.0,74.0,1587.0,20.33
 20 T. Denton,23.0,62.0,67.0,1669.0,21.49
 20 T. Dickson-Peters,16.0,58.0,73.0,1411.0,22.45
 20 T. Ducrocq,19.0,60.0,76.0,1608.0,20.18
 20 T. Galdames,20.0,67.0,81.0,1637.0,22.14
 20 T. Hateley,29.0,67.0,67.0,1881.0,22.45
 20 T. Hemed,32.0,68.0,68.0,1662.0,22.98
 20 T. Heurtaux,30.0,69.0,69.0,1601.0,23.32
 20 T. Hinds,19.0,61.0,79.0,1483.0,26.15
 20 T. Holmes-Dennis,23.0,64.0,67.0,1699.0,23.09
 20 T. Howard,40.0,71.0,71.0,1221.0,23.97
 20 T. Huddlestone,32.0,71.0,71.0,1834.0,22.36
 20 T. Hölscher,24.0,64.0,69.0,1695.0,22.69
 20 T. Khotsupho,19.0,56.0,67.0,1450.0,18.88
 20 T. Knost,19.0,58.0,74.0,1452.0,24.04
 20 T. Konrad,29.0,65.0,65.0,1401.0,22.98
 20 T. Kraft,30.0,75.0,75.0,1202.0,23.78
 20 T. Krizmanić,18.0,61.0,78.0,1616.0,23.13
 20 T. Kupisz,29.0,65.0,65.0,1781.0,23.37
 20 T. Moore,21.0,62.0,69.0,1616.0,20.88
 20 T. Morena,25.0,71.0,73.0,1889.0,21.41
 20 T. Murphy,18.0,52.0,64.0,834.0,23.32
 20 T. Necid,29.0,68.0,68.0,1603.0,22.87
 20 T. Niga,21.0,57.0,65.0,941.0,23.21
 20 T. Nuss,18.0,55.0,73.0,1372.0,22.79
 20 T. Obadeyi,29.0,61.0,61.0,1605.0,25.71
 20 T. Omole,19.0,54.0,70.0,1387.0,23.78
 20 T. Onozawa,21.0,60.0,68.0,1520.0,22.75
 20 T. Ostrák,19.0,61.0,73.0,1643.0,24.09
 20 T. Pellenard,25.0,69.0,72.0,1696.0,23.32
 20 T. Renaud,18.0,56.0,76.0,1464.0,20.84
 20 T. Soares,32.0,61.0,61.0,1727.0,21.53
 20 T. Stavitski,19.0,63.0,76.0,1558.0,23.98
 20 T. Suleymanov,19.0,61.0,75.0,1427.0,23.32
 20 T. Vermot,22.0,56.0,65.0,837.0,20.39
 20 T. Vilhena,24.0,78.0,82.0,2139.0,22.46
 20 T. Vion,25.0,65.0,66.0,1823.0,23.56
 20 T. Vlček,18.0,62.0,80.0,1471.0,21.83
 20 T. Zhamaletdinov,22.0,64.0,74.0,1605.0,22.45
 20 Tao Qianglong,17.0,50.0,62.0,1283.0,21.45
 20 Thiago Maia,22.0,74.0,80.0,1913.0,24.67
 20 Tiago,29.0,71.0,72.0,1505.0,24.25
 20 Tiago Ilori,26.0,70.0,71.0,1575.0,22.6
 20 Tito,33.0,71.0,71.0,1799.0,20.51
 20 Tomás Esteves,17.0,64.0,78.0,1576.0,22.14
 20 Toni Moya,21.0,64.0,75.0,1634.0,23.98
 20 U. Agbo,23.0,68.0,73.0,1776.0,22.11
 20 U. Ekpai,23.0,69.0,73.0,1655.0,23.77
 20 U. Vasic,17.0,57.0,80.0,1428.0,21.45
 20 V. Antov,18.0,62.0,77.0,1495.0,21.52
 20 V. Bojinov,33.0,69.0,69.0,1753.0,22.14
 20 V. Burgoa,18.0,63.0,79.0,1728.0,23.77
 20 V. Cantillo,25.0,75.0,80.0,1762.0,21.22
 20 V. De Baunbag,18.0,60.0,80.0,1507.0,21.22
 20 V. Dekić,19.0,60.0,71.0,938.0,21.77
 20 V. Drchal,19.0,68.0,78.0,1586.0,24.14
 20 V. Ibarbo,29.0,67.0,67.0,1791.0,22.08
 20 V. Kadlec,27.0,70.0,71.0,1790.0,22.45
 20 V. Klonaridis,26.0,69.0,69.0,1816.0,23.37
 20 V. Kompany,33.0,82.0,82.0,1849.0,23.15
 20 V. Kušej,19.0,60.0,78.0,1501.0,24.95
 20 V. Mantovani,23.0,67.0,76.0,1448.0,21.22
 20 V. Marchetti,21.0,64.0,72.0,1787.0,21.22
 20 V. Muratori,31.0,63.0,63.0,1543.0,22.46
 20 V. Méndez,19.0,64.0,79.0,1589.0,22.79
 20 V. Popov,19.0,59.0,73.0,1442.0,24.36
 20 V. Savićević,25.0,67.0,72.0,1860.0,22.78
 20 V. Timmers,19.0,55.0,66.0,850.0,21.52
 20 V. Torres,23.0,59.0,62.0,1475.0,23.32
 20 V. Vanbaleghem,22.0,66.0,74.0,1719.0,23.85
 20 V. Wojtkowiak,22.0,59.0,71.0,1461.0,21.53
 20 Valín,19.0,63.0,76.0,1522.0,21.51
 20 Venanzio Meirás,19.0,67.0,67.0,1718.0,23.02
 20 Vicente Gómez,30.0,69.0,69.0,1761.0,22.08
 20 W. Amoah,19.0,54.0,68.0,1383.0,22.1
 20 W. Bøving,16.0,51.0,72.0,1262.0,22.14
 20 W. Hahn,27.0,71.0,73.0,1285.0,23.97
 20 W. Keane,26.0,66.0,67.0,1656.0,20.38
 20 W. Mannion,21.0,60.0,72.0,951.0,21.23
 20 W. Montillo,35.0,72.0,72.0,1795.0,23.8
 20 W. Muzyk,20.0,55.0,64.0,842.0,21.7
 20 W. Vainqueur,30.0,74.0,74.0,1885.0,23.09
 20 Wallace,31.0,73.0,73.0,1660.0,22.11
 20 Wanderson,33.0,66.0,66.0,1679.0,22.75
 20 Wang Jie,30.0,63.0,63.0,1455.0,24.22
 20 Wang Tong,22.0,55.0,63.0,1405.0,23.32
 20 Wang Weilong,31.0,57.0,57.0,1311.0,20.1
 20 Wellington,31.0,69.0,69.0,1668.0,25.6
 20 Wellington Nem,27.0,71.0,71.0,1767.0,21.28
 20 X. Emmers,19.0,65.0,76.0,1691.0,22.78
 20 Y. Amer,18.0,52.0,68.0,1314.0,22.14
 20 Y. Baret,18.0,59.0,78.0,1356.0,23.32
 20 Y. Ben El-Mhanni,23.0,58.0,63.0,1375.0,23.41
 20 Y. Cabaye,33.0,76.0,76.0,2084.0,23.44
 20 Y. Clementia,21.0,69.0,74.0,1067.0,22.36
 20 Y. Demoncy,23.0,65.0,73.0,1664.0,20.91
 20 Y. Diarra,21.0,66.0,73.0,1835.0,23.09
 20 Y. El Kachati,19.0,62.0,72.0,1527.0,21.22
 20 Y. Etienne,22.0,67.0,74.0,1769.0,22.46
 20 Y. González,17.0,60.0,76.0,1508.0,21.22
 20 Y. Guzmán,21.0,70.0,81.0,1649.0,21.75
 20 Y. Hamed,19.0,63.0,75.0,1502.0,21.51
 20 Y. Ibrahim,19.0,60.0,73.0,1488.0,21.23
 20 Y. Isaienko,18.0,55.0,74.0,1330.0,18.65
 20 Y. Kasaï,21.0,53.0,67.0,1297.0,23.62
 20 Y. Konno,36.0,65.0,65.0,1638.0,23.09
 20 Y. Lodygin,29.0,73.0,73.0,1189.0,23.21
 20 Y. Mahdy,21.0,55.0,66.0,1364.0,23.09
 20 Y. Maleh,20.0,60.0,74.0,1631.0,23.09
 20 Y. Merah,20.0,59.0,73.0,1285.0,21.22
 20 Y. Oukili,18.0,59.0,75.0,1536.0,21.52
 20 Y. Samuel,21.0,53.0,61.0,1490.0,21.53
 20 Y. Sankharé,29.0,74.0,74.0,2001.0,26.01
 20 Y. Sanogo,26.0,72.0,72.0,1690.0,20.12
 20 Y. Tafer,28.0,63.0,63.0,1687.0,22.45
 20 Y. Zouma,21.0,59.0,72.0,1281.0,22.54
 20 Yan Sasse,22.0,67.0,75.0,1729.0,22.46
 20 You Ju An,20.0,66.0,74.0,1693.0,21.83
 20 Z. Banjaqui,20.0,67.0,77.0,1840.0,20.51
 20 Z. Kuzmanović,31.0,69.0,69.0,1808.0,22.98
 20 Z. Naidji,24.0,65.0,68.0,1554.0,22.46
 20 Z. Rudden,19.0,57.0,74.0,1320.0,20.63
 20 Zé Gomes,20.0,65.0,79.0,1567.0,21.83
 20 Àngel Rangel,36.0,68.0,68.0,1853.0,25.94
 20 Álex Collado,20.0,65.0,79.0,1693.0,20.88
 20 Đoàn Văn Hâu,20.0,65.0,75.0,1620.0,20.07
 A. Abang,20.0,62.0,69.0,1451.0,21.23
 A. Abdallah,20.0,55.5,66.5,1368.0,23.115000000000002
 A. Abdellaoui,26.0,61.333333333333336,63.0,1526.0,21.726666666666663
 A. Abdennour,28.0,72.33333333333333,72.66666666666667,1732.3333333333333,23.49
 A. Abdi,28.0,67.5,69.0,1769.25,22.29
 A. Abdu,21.5,64.5,70.5,1506.0,21.83
 A. Abdugheni,22.0,55.0,66.0,1501.0,21.52
 A. Abdulhameed,24.0,56.0,59.0,845.0,23.13
 A. Abdullah,22.0,55.0,65.0,897.0,25.01
 A. Abedzadeh,25.5,71.0,74.25,1030.5,23.4875
 A. Abeid,20.5,65.5,73.5,1611.75,23.77
 A. Ablet,31.0,59.0,59.0,1685.0,21.51
 A. Abqar,20.5,60.5,70.5,1366.5,22.36
 A. Abrahamsson,18.5,54.0,64.0,1245.0,20.95
 A. Abrashi,28.5,71.0,71.0,1868.25,24.5725
 A. Abruscia,27.0,62.0,62.0,1670.0,23.77
 A. Absalem,20.5,62.5,72.0,1512.5,22.46
 A. Accardi,21.5,63.5,73.0,1557.0,22.75
 A. Acevedo,34.5,67.5,67.5,1419.0,23.77
 A. Achahbar,26.0,64.0,67.0,1645.0,24.47
 A. Acosta,26.0,65.625,70.0,1785.375,24.125
 A. Acquah,26.5,72.75,73.0,2011.25,21.83
 A. Adam,23.333333333333332,62.333333333333336,69.33333333333333,1483.6666666666667,22.78
 A. Adamov,17.0,55.0,69.0,1404.0,20.91
 A. Addai,24.5,57.5,61.5,1430.5,24.15
 A. Adeleye,28.0,67.0,68.0,1570.0,21.51
 A. Ademi,28.0,75.33333333333333,75.33333333333333,1868.0,22.69
 A. Ademoglu,20.0,58.0,71.0,1562.0,22.14
 A. Adetula,20.0,58.0,68.0,1418.0,21.83
 A. Adli,19.5,64.0,77.0,1529.5,19.21
 A. Adnan,24.5,74.0,75.25,2058.25,20.07
 A. Adomah,30.5,72.0,72.0,1825.0,21.53
 A. Adouyev,20.0,61.666666666666664,77.66666666666667,1643.6666666666667,20.29
 A. Affane,23.0,64.0,70.0,1839.0,22.46
 A. Agbowo,18.0,51.0,66.0,1374.0,22.14
 A. Agouda,18.0,55.0,70.0,1389.0,21.83
 A. Aguerre,27.5,73.25,75.5,1191.75,24.29
 A. Aguilar,31.0,71.25,71.25,1511.75,24.192500000000003
 A. Aguilmera,33.0,76.0,76.0,1633.0,22.27
 A. Aguirre,21.0,56.5,68.0,1386.0,21.810000000000002
 A. Ahamada,28.0,70.0,72.0,1169.0,23.49
 A. Ahmed,29.0,62.0,62.0,1604.0,21.12
 A. Ahmedhodzic,18.5,57.0,70.5,1250.0,20.39
 A. Ahmedhodžić,20.5,66.5,78.5,1533.0,22.27
 A. Aidonis,18.0,59.666666666666664,75.33333333333333,1416.0,23.753333333333334
 A. Ait El Hadj,17.5,60.5,79.0,1527.5,21.905
 A. Ajagun,26.0,68.33333333333333,69.66666666666667,1715.3333333333333,22.77
 A. Ajdarević,24.8,64.2,67.4,1610.0,22.15
 A. Ajeti,22.444444444444443,65.77777777777777,71.66666666666667,1539.3333333333333,23.73777777777778
 A. Akaichi,28.5,68.5,68.5,1681.5,23.705
 A. Akbulut,17.4,59.4,77.6,1032.2,21.148000000000003
 A. Akhyadov,23.0,58.0,64.0,1484.0,21.81
 A. Akinfenwa,36.5,65.5,65.5,1586.5,34.8
 A. Akinola,18.5,60.0,75.75,1509.0,26.5325
 A. Akinyemi,20.0,61.5,73.5,1435.5,23.21
 A. Akishin,19.0,51.0,60.0,816.0,22.08
 A. Akkaynak,19.5,63.0,75.75,1664.0,23.68
 A. Aksungur,18.5,50.0,67.0,1340.5,23.44
 A. Aktas,18.0,55.0,73.33333333333333,1466.6666666666667,21.83
 A. Aktaş,20.0,55.0,69.0,1480.0,21.83
 A. Al Ammar,24.0,61.333333333333336,66.33333333333333,1722.3333333333333,23.013333333333335
 A. Al Amri,21.25,59.25,68.75,1219.0,22.04
 A. Al Arishi,23.0,56.0,65.0,1211.0,22.46
 A. Al Arraf,23.0,60.0,66.0,1061.0,22.13
 A. Al Aryani,22.0,58.666666666666664,67.0,1470.0,25.03333333333333
 A. Al Asmari,21.333333333333332,61.333333333333336,72.0,1673.6666666666667,21.52333333333333
 A. Al Asta,30.0,67.0,67.0,1907.0,20.51
 A. Al Bahri,24.0,56.0,62.0,919.0,22.13
 A. Al Barakah,27.0,62.666666666666664,63.0,1619.3333333333333,22.14
 A. Al Basisi,39.5,56.5,56.5,1056.0,25.505000000000003
 A. Al Bishi,23.5,62.75,67.5,1574.5,24.3525
 A. Al Bulayhi,28.0,67.33333333333333,67.33333333333333,1428.3333333333333,24.320000000000004
 A. Al Dakheel,22.0,54.0,63.0,1264.0,21.53
 A. Al Dawsari,23.5,61.25,67.5,1532.5,23.5075
 A. Al Dohaim,24.333333333333332,62.0,67.0,1496.0,23.173333333333332
 A. Al Enazi,21.0,56.0,65.0,1368.0,18.98
 A. Al Enezi,26.0,65.0,65.0,1093.0,24.52
 A. Al Fahad,24.0,62.666666666666664,65.33333333333333,1628.6666666666667,22.896666666666665
 A. Al Fahmi,26.0,60.0,64.0,1065.0,19.21
 A. Al Faraj,28.5,67.5,67.5,1765.0,22.79
 A. Al Fiqi,24.5,60.5,62.0,1496.5,23.115
 A. Al Fraidi,29.5,67.0,67.0,1792.0,25.275
 A. Al Ghamdi,23.0,63.75,69.0,1545.75,22.380000000000003
 A. Al Habib,25.5,63.0,65.0,1408.5,23.49
 A. Al Habsi,36.5,69.5,69.5,1240.0,24.69
 A. Al Hafith,24.5,66.5,72.5,1538.0,22.4
 A. Al Hamdan,19.0,61.666666666666664,75.66666666666667,1419.3333333333333,22.399999999999995
 A. Al Hamlawi,18.5,54.5,66.5,1381.5,22.75
 A. Al Harbi,25.5,59.5,63.5,1269.5,23.705
 A. Al Hassan,21.666666666666668,54.0,62.333333333333336,1465.0,19.733333333333334
 A. Al Hbeab,24.0,61.0,65.0,1388.0,24.14
 A. Al Hidhani,22.0,56.0,64.0,1443.0,22.46
 A. Al Humayan,30.0,59.0,59.0,1523.0,21.83
 A. Al Jadani,27.5,61.5,62.5,1131.5,20.6
 A. Al Jamaan,21.5,57.0,68.5,1420.0,22.465
 A. Al Jebreen,28.333333333333332,67.66666666666667,67.66666666666667,1852.6666666666667,22.456666666666667
 A. Al Joui,23.0,62.0,68.66666666666667,1503.0,23.363333333333333
 A. Al Kassar,26.5,65.0,65.5,1080.5,24.04
 A. Al Khaibari,25.857142857142858,64.85714285714286,69.0,1628.4285714285713,22.80857142857143
 A. Al Khatib,24.0,59.0,64.0,1383.0,21.83
 A. Al Khulaif,21.0,61.0,73.33333333333333,1434.3333333333333,21.876666666666665
 A. Al Malki,23.5,63.5,68.0,1693.0,22.14
 A. Al Mayoof,31.5,68.75,68.75,1154.0,25.33
 A. Al Mazaidi,31.5,63.0,63.0,1006.5,23.455
 A. Al Megbas,21.0,58.0,68.0,1490.0,19.68
 A. Al Meqran,21.0,53.0,62.0,1294.0,23.11
 A. Al Moghir,21.0,52.0,60.0,1248.0,22.46
 A. Al Mutairi,29.25,62.5,64.75,1544.0,18.9175
 A. Al Najai,24.0,59.0,63.0,1513.0,22.1
 A. Al Najjar,21.0,61.666666666666664,72.66666666666667,1558.0,21.24
 A. Al Nashi,31.0,61.0,61.0,1558.0,22.14
 A. Al Nazera,24.5,63.0,66.5,1651.0,22.8
 A. Al Nemer,25.5,63.5,65.0,1595.0,20.21
 A. Al Obaid,25.5,66.25,68.5,1854.25,21.8375
 A. Al Obud,23.0,59.666666666666664,66.33333333333333,1420.0,22.353333333333335
 A. Al Owayshir,27.333333333333332,63.0,63.666666666666664,1139.3333333333333,21.429999999999996
 A. Al Qahtani,22.8,60.8,67.0,1496.6,21.738
 A. Al Qarni,34.0,65.0,65.0,1042.0,23.209999999999997
 A. Al Riou,24.0,57.333333333333336,62.0,1429.0,21.203333333333333
 A. Al Ruhaili,23.5,59.5,66.5,1013.0,24.63
 A. Al Ruwaili,30.0,69.0,69.0,1941.0,20.99
 A. Al Sabahi,21.0,52.0,62.0,1372.0,21.81
 A. Al Sahabi,31.0,65.66666666666667,65.66666666666667,1540.6666666666667,20.703333333333333
 A. Al Saleh,27.5,60.5,61.0,1058.5,23.65
 A. Al Salem,24.5,66.0,69.0,1780.0,21.979999999999997
 A. Al Saluli,19.0,58.333333333333336,72.66666666666667,1402.0,20.726666666666663
 A. Al Samtai,25.0,56.0,61.0,1498.0,21.12
 A. Al Sdairy,25.5,62.0,64.0,1093.0,25.01
 A. Al Shahrani,24.0,60.0,65.0,1506.0,23.13
 A. Al Shamekh,24.5,63.5,67.5,1637.0,23.6
 A. Al Shammari,24.0,60.4,65.4,1405.2,20.264
 A. Al Shammary,22.5,60.75,67.75,1554.25,20.405
 A. Al Shamrani,24.0,59.0,63.0,1388.0,20.84
 A. Al Shannar,19.0,53.0,65.0,1377.0,22.46
 A. Al Sharid,23.0,56.0,63.0,1538.0,22.33
 A. Al Shehry,21.5,54.0,61.0,846.5,21.08
 A. Al Sulayhim,24.5,66.25,69.75,1850.75,21.75
 A. Al Suwat,23.0,63.333333333333336,68.33333333333333,1616.6666666666667,19.80666666666667
 A. Al Yami,23.0,60.25,68.25,1520.5,21.89
 A. Al Yousef,29.0,58.0,58.0,1570.0,21.81
 A. Al Yousif,21.0,54.666666666666664,64.66666666666667,1407.0,21.423333333333332
 A. Al Zahrani,23.0,54.0,62.0,898.0,22.98
 A. Al Zain,27.0,63.666666666666664,63.666666666666664,1667.6666666666667,19.14
 A. Al Zaqan,27.5,64.5,64.5,1619.75,22.2225
 A. Al Zori,29.5,65.5,65.5,1654.0,22.0
 A. Al Zubaidi,24.5,62.0,66.0,1710.5,23.995
 A. Al-Habsi,35.0,73.0,73.0,1235.0,20.93
 A. Albanese,20.0,64.0,75.0,1686.0,22.46
 A. Albers,29.5,66.0,66.0,1442.0,23.88
 A. Albu,25.5,62.5,66.0,1469.5,21.37
 A. Alcáraz,37.0,72.0,72.0,1619.0,22.08
 A. Aldrete,30.333333333333332,70.66666666666667,70.66666666666667,1922.3333333333333,23.41
 A. Ale,25.0,65.0,68.0,1489.0,22.48
 A. Aleo,20.5,60.5,71.25,1522.25,22.46
 A. Alese,18.5,56.5,69.5,1333.5,20.07
 A. Alesevic,23.0,55.0,61.0,1243.0,23.56
 A. Alfaro,20.5,52.0,61.0,1393.5,24.09
 A. Alfárnez,34.5,72.5,72.5,1764.0,23.32
 A. Ali Mohamed,20.5,62.0,74.0,1585.5,21.83
 A. Alibekov,20.0,57.0,66.0,1511.0,21.53
 A. Aliev,22.0,57.5,64.5,1403.5,23.49
 A. Allione,23.5,73.0,77.5,1815.0,23.48
 A. Almendra,18.5,65.75,81.25,1706.5,23.759999999999998
 A. Almici,25.333333333333332,68.66666666666667,70.33333333333333,1798.6666666666667,23.41
 A. Alonzo,18.0,56.0,73.0,905.0,20.94
 A. Alsanati,18.5,56.0,71.0,1403.5,21.65
 A. Altuna,26.0,62.0,65.0,1495.0,21.83
 A. Alvarado,20.5,67.0,75.0,1723.0,21.65
 A. Alvarez,32.0,67.0,67.0,1764.0,25.07
 A. Alégué,20.0,61.0,65.0,1515.0,22.14
 A. Amade,18.5,60.25,77.75,1490.75,21.75
 A. Amadi-Holloway,25.0,61.333333333333336,64.0,1603.3333333333333,23.49
 A. Amaya,17.0,61.333333333333336,81.33333333333333,1487.6666666666667,21.18
 A. Ammitzbøll,19.0,53.0,63.0,1286.0,22.08
 A. Amoo,18.0,58.0,77.0,1399.0,23.46
 A. Anani,25.0,64.0,69.0,1533.0,21.51
 A. Anastasio,21.5,62.5,68.5,1694.5,22.14
 A. Andersen,27.0,66.0,66.0,1730.0,23.49
 A. Anderson,19.0,53.0,65.0,1202.0,20.95
 A. Andersson,23.166666666666668,63.0,69.16666666666667,1481.8333333333333,21.831666666666667
 A. Ando,24.0,56.0,62.0,1437.0,23.13
 A. Andrade,27.25,69.5,71.75,1797.25,22.365000000000002
 A. Andreasson,23.0,57.0,62.0,1569.0,22.46
 A. Andrianarimanana,27.0,65.0,65.0,1736.0,25.94
 A. Androutsos,21.5,67.75,77.25,1823.0,21.89
 A. André Jr,22.0,52.0,56.0,968.0,22.36
 A. Andrésson,21.5,60.5,71.5,1507.0,22.27
 A. Angoula,36.0,66.0,66.0,1439.0,24.52
 A. Angulo,21.5,62.0,72.25,1446.0,22.285
 A. Annan,30.0,65.0,65.0,1783.0,20.51
 A. Antilef,19.666666666666668,63.666666666666664,75.66666666666667,1732.3333333333333,22.01
 A. Antunes,19.0,55.0,71.0,1431.0,22.45
 A. Aosman,22.5,68.0,73.0,1764.0,24.09
 A. Aouchiche,16.5,67.0,78.0,1749.0,22.14
 A. Appiah,18.0,61.666666666666664,82.33333333333333,1497.6666666666667,20.916666666666668
 A. Appindangoye,28.0,68.0,69.0,1656.0,25.12
 A. Aquilani,32.0,75.0,75.0,1977.0,22.69
 A. Araque,27.5,63.0,66.0,1199.5,23.21
 A. Araujo,24.333333333333332,64.66666666666667,67.33333333333333,1566.0,21.333333333333332
 A. Aravena,17.0,64.0,79.0,1570.0,22.46
 A. Arboleda,31.0,61.0,61.0,1398.0,24.82
 A. Arellano,22.5,67.0,73.0,1813.0,20.51
 A. Aremu,19.0,64.0,78.0,1764.0,23.68
 A. Areola,25.5,81.25,85.5,1337.75,24.31
 A. Ariano,26.0,64.0,67.0,1351.0,24.09
 A. Arias,23.0,63.666666666666664,71.0,1747.3333333333333,23.11
 A. Arigoni,19.0,55.0,63.0,1399.0,23.02
 A. Ariza,19.0,59.0,73.0,1541.0,20.95
 A. Arli,17.0,63.0,81.0,1542.0,22.46
 A. Armstrong,21.5,70.75,80.5,1865.5,23.494999999999997
 A. Arnarson,22.0,62.0,69.0,1655.0,22.45
 A. Arregui,24.5,66.5,69.5,1804.0,23.77
 A. Arrighini,27.5,66.0,66.0,1591.0,22.75
 A. Arrigoni,29.0,62.0,62.0,1603.0,23.13
 A. Arroyo,19.5,59.75,72.25,1402.0,23.485
 A. Arslan,24.5,64.0,68.5,1718.5,23.68
 A. Artean,25.0,67.0,68.0,1798.0,23.56
 A. Arvidsson,19.0,50.0,65.0,1406.0,25.12
 A. Aschauer,25.0,61.0,63.0,1383.0,22.87
 A. Aseri,24.5,70.0,72.5,1756.75,22.5925
 A. Ashraf,27.5,68.5,68.75,1792.25,23.3625
 A. Asiri,25.5,69.0,71.0,1513.0,19.855
 A. Askar,32.0,64.0,64.0,1821.6666666666667,20.18
 A. Assal,18.0,49.5,67.5,1334.0,23.46
 A. Ateef,27.2,69.6,71.6,1768.2,21.630000000000003
 A. Athanasakopoulos,17.5,60.5,75.0,1524.0,21.19
 A. Attiah,21.0,57.0,69.0,825.0,21.22
 A. Auassar,31.5,66.0,66.0,1781.5,23.66
 A. Avdijaj,23.0,60.0,67.0,1429.0,23.15
 A. Avlonitis,28.0,69.33333333333333,69.33333333333333,1570.3333333333333,22.503333333333334
 A. Awad,27.0,60.0,60.5,1506.5,21.83
 A. Awaji,27.0,66.0,66.0,1697.0,22.75
 A. Ayala,19.0,59.333333333333336,76.33333333333333,1583.0,22.790000000000003
 A. Ayew,28.5,76.75,76.75,2063.25,23.44
 A. Azbague,22.0,57.0,67.0,1370.0,20.66
 A. Azeez,25.0,56.5,58.5,1455.5,23.62
 A. Azhil,19.0,63.0,74.0,1628.0,23.82
 A. Ba,23.75,65.58333333333333,70.83333333333333,1498.0,21.59583333333333
 A. Ba Loua,23.0,73.0,78.0,1782.0,21.75
 A. Ba Masoud,21.5,57.5,67.5,1527.5,21.985
 A. Ba Saeed,24.0,58.0,61.0,1383.0,22.79
 A. Baba,23.5,74.75,78.75,1883.0,21.985
 A. Babacan,18.5,60.75,76.25,1559.75,22.46
 A. Babos,19.0,52.0,68.0,1231.0,22.69
 A. Baby,29.5,69.75,69.75,1898.25,23.247500000000002
 A. Bacci,22.0,60.0,68.0,885.0,23.97
 A. Badan,22.0,59.0,67.0,1525.0,20.84
 A. Badji,20.0,66.0,75.66666666666667,1546.0,20.95
 A. Badri,28.5,71.0,71.0,1748.5,22.46
 A. Bah,21.0,65.33333333333333,75.33333333333333,1739.3333333333333,22.72
 A. Bahtijar,18.0,53.0,65.0,1407.0,23.11
 A. Bajic,24.0,63.0,66.0,1757.0,20.63
 A. Bajrovic,24.0,61.0,66.0,1563.0,23.09
 A. Bakasetas,25.5,72.5,75.0,1905.25,23.905
 A. Bakayoko,21.5,62.125,71.25,1644.25,22.025
 A. Baker,22.0,62.0,69.5,1484.0,24.67
 A. Bakhat,20.0,57.0,71.0,1525.0,22.14
 A. Bakir,18.0,58.666666666666664,76.66666666666667,1456.3333333333333,21.826666666666668
